Place,Lat,Lon,Globvalue
"Wilmington, North Carolina",34.22573,-77.94471,0.206841544
"Wilson, North Carolina",35.72127,-77.91554,0.462509719
"Winston-Salem, North Carolina",36.09986,-80.24422,0.351226498
"Winter Garden, Florida",28.56528,-81.58618,0.353495493
"Winter Haven, Florida",28.02224,-81.73286,0.171600406
"Winter Springs, Florida",28.69889,-81.30812,0.317874982
"Woburn, Massachusetts",42.47926,-71.15228,0
"Woodbury, Minnesota",44.92386,-92.95938,0.170398976
"Woodland, California",38.67852,-121.7733,0.226505734
"Woodlawn, Maryland",39.32288,-76.72803,0
"Woodridge, Illinois",41.74697,-88.05034,0.19053229
"Woonsocket, Rhode Island",42.00288,-71.51478,0.228375095
"Worcester, Massachusetts",42.26259,-71.80229,0.126939029
"Wylie, Texas",33.01512,-96.53888,0.25259319
"Wyoming, Michigan",42.91336,-85.70531,0.556796134
"Yakima, Washington",46.60207,-120.5059,0
"Yonkers, New York",40.93121,-73.89875,0.176331471
"Yorba Linda, California",33.88863,-117.81311,0
"York, Pennsylvania",39.9626,-76.72774,0.473366754
"Yorktown, New York",41.27093,-73.77763,147.4576271
"Youngstown, Ohio",41.09978,-80.64952,0.221816489
"Yuba City, California",39.14045,-121.61691,1.296370456
"Yucaipa, California",34.03363,-117.04309,0
"Yuma, Arizona",32.72532,-114.6244,0.072488249
