Place,Globvalue,Lat,Lon
"Wausau, Wisconsin",0.0,44.95914,-89.63012
"Wauwatosa, Wisconsin",0.0,43.04946,-88.00759
"Waxahachie, Texas",0.0,32.38653,-96.84833
"Wayne, New Jersey",0.077470086,40.92538,-74.27654
"Wellington, Florida",0.0,26.65868,-80.24144
"Wenatchee, Washington",0.281945888,47.42346,-120.31035
"Wentzville, Missouri",0.0,38.81144,-90.85291
"Weslaco, Texas",0.143297381,26.15952,-97.99084
"Wesley Chapel, Florida",0.203727367,28.23973,-82.32787
"West Adams, Colorado",0.0,39.72943,-104.83192
"West Allis, Wisconsin",0.338035583,43.01668,-88.00703
"West Babylon, New York",0.0,40.71816,-73.35429
"West Bend, Wisconsin",0.0,43.42528,-88.18343
"West Bexar, Texas",0.0,29.44245,-98.53057
"West Bloomfield Township, Michigan",0.0,42.56891,-83.38356
"West Contra Costa, California",0.0,37.97798,-122.03107
"West Covina, California",0.091104289,34.06862,-117.93895
"West Des Moines, Iowa",0.097169337,41.57721,-93.71133
"West Dougherty, Georgia",0.0,31.5724,-84.17352
"West Fargo, North Dakota",0.0,46.87497,-96.90036
"West Hartford, Connecticut",0.0,41.76204,-72.74204
"West Haven, Connecticut",0.279634655,41.27065,-72.94705
"West Hollywood, California",0.328807385,34.09834,-118.32674
"West Jordan, Utah",0.090428062,40.60967,-111.9391
"West Lafayette, Indiana",0.099606082,40.42587,-86.90807
"West Little River, Florida",0.0,25.85704,-80.23699
"West New York, New Jersey",0.0,40.78788,-74.01431
"West Orange, New Jersey",0.262503883,40.79871,-74.23904
"West Palm Beach, Florida",0.321558089,26.71534,-80.05337
"West Sacramento, California",0.0,38.58157,-121.4944
"West Seneca, New York",0.0,42.85006,-78.79975
"West Valley City, Utah",0.289288597,40.69161,-112.00105
"Westerville, Ohio",0.214260666,40.12617,-82.92907
"Westfield, Indiana",0.0,40.04282,-86.12749
"Westfield, Massachusetts",0.366644068,42.12509,-72.74954
"Westfield, New Jersey",0.332571574,40.65899,-74.34737
"Westlake, Ohio",0.070090353,41.45532,-81.91792
"Westland, Michigan",0.131034162,42.3242,-83.40021
"Westminster, California",0.0,33.75918,-118.00673
"Westminster, Colorado",0.079936933,39.83665,-105.0372
"Westmont, California",0.0,33.9414,-118.3023
"Weston, Florida",0.257608358,26.10037,-80.39977
"Westside, California",0.0,38.32297,-123.05528
"Weymouth Town, Massachusetts",0.0,42.22093,-70.93977
"Weymouth, Massachusetts",0.473540743,42.22093,-70.93977
"Wheat Ridge, Colorado",0.0,39.7661,-105.07721
"Wheaton, Illinois",0.072842057,41.86614,-88.10701
"Wheaton, Maryland",0.0,39.03983,-77.05526
"Wheaton-Glenmont, Maryland",0.0,39.05762,-77.05269
"Wheeling, Illinois",0.0,42.08836,-87.98063
"White Plains, New York",0.177759006,41.03399,-73.76291
"Whitney, Nevada",0.0,36.09831,-115.0363
"Whittier, California",0.154314872,33.97918,-118.03284
"Wichita Falls, Texas",0.314463427,33.91371,-98.49339
"Wichita, Kansas",0.217754263,37.69224,-97.33754
"Wildomar, California",0.0,33.59891,-117.28004
"Wildwood, Missouri",0.0,38.58283,-90.6629
"Wilkes-Barre, Pennsylvania",0.0,41.24591,-75.88131
"Willowbrook, California",0.0,33.91696,-118.25507
"Wilmington, Delaware",0.164997205,39.74595,-75.54659
"Wilmington, North Carolina",0.206841544,34.22573,-77.94471
"Wilson, North Carolina",0.462509719,35.72127,-77.91554
"Winston-Salem, North Carolina",0.351226498,36.09986,-80.24422
"Winter Garden, Florida",0.353495493,28.56528,-81.58618
"Winter Haven, Florida",0.171600406,28.02224,-81.73286
"Winter Springs, Florida",0.317874982,28.69889,-81.30812
"Woburn, Massachusetts",0.0,42.47926,-71.15228
"Woodbury, Minnesota",0.170398976,44.92386,-92.95938
"Woodland, California",0.226505734,38.67852,-121.7733
"Woodlawn, Maryland",0.0,39.32288,-76.72803
"Woodridge, Illinois",0.19053229,41.74697,-88.05034
"Woonsocket, Rhode Island",0.228375095,42.00288,-71.51478
"Worcester, Massachusetts",0.126939029,42.26259,-71.80229
"Wylie, Texas",0.25259319,33.01512,-96.53888
"Wyoming, Michigan",0.556796134,42.91336,-85.70531
"Yakima, Washington",0.0,46.60207,-120.5059
"Yonkers, New York",0.176331471,40.93121,-73.89875
"Yorba Linda, California",0.0,33.88863,-117.81311
"York, Pennsylvania",0.473366754,39.9626,-76.72774
"Yorktown, New York",7.4576271,41.27093,-73.77763
"Youngstown, Ohio",0.221816489,41.09978,-80.64952
"Yuba City, California",1.296370456,39.14045,-121.61691
"Yucaipa, California",0.0,34.03363,-117.04309
"Yuma, Arizona",0.072488249,32.72532,-114.6244
